ordem,faixa,tipo,inicio_s,fim_s,duracao_s,ficheiro,caminho_original,encontrado,caminho_disco,in_s,out_s,movimento,transicao,transicao_s,texto_ecra,largura,altura,resolucao_ok
1,video,video,0.0,20.371,20.371,20th Century Fox   Abertura Clássic.mp4,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20th Century Fox   Abertura Clássic.mp4,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20th Century Fox   Abertura Clássic.mp4,1.796,22.168,,,,,480,360,Nao
2,musica,musica,20.361,32.301,11.94,Dumbo - música de abertura.wmv(1).mp3,C:\Users\Rosa Moreira\Music\Dumbo - música de abertura.wmv(1).mp3,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_ana-faria-clara-mp3_2026-09-10_1128\Dumbo - música de abertura.wmv(1).mp3,2.16,14.1,,,,,0,0,
3,video,cartao,20.371,27.371,7.0,,,,,,,,,,,,,
4,texto,cartao,20.371,27.371,7.0,,,,,,,,,,A História de Clara e Tiago,,,
5,video,cartao,27.371,32.371,5.0,,,,,,,,,,,,,
6,texto,cartao,27.371,32.371,5.0,,,,,,,,,,Clara,,,
7,musica,musica,32.361,43.881,11.52,Candidato a vereador.mp3,C:\Users\Rosa Moreira\Music\Vídeo Anos Clara\Candidato a vereador.mp3,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_ana-faria-clara-mp3_2026-09-10_1128\Candidato a vereador.mp3,173.67,185.19,,,,,0,0,
8,video,cartao,32.371,38.371,6.0,,,,,,,,,,,,,
9,texto,cartao,32.371,38.371,6.0,,,,,,,,,,Era uma vez uma  menina que nasceu no  ano da graça de 1995,,,
10,video,foto,38.371,45.371,7.0,1 (2).jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\1 (2).jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\1 (2).jpg,,,Zoom in,,,,769,1086,Nao
11,texto,cartao,38.371,43.871,5.5,,,,,,,,,,"Era clara,  e como  já estava  vaticinado, chamar-se-ia  Clara.",,,
12,video,foto,43.871,49.871,6.0,2.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\2.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\2.jpg,,,Zoom in,Crossfade,1.5,,1074,597,Nao
13,musica,musica,43.881,95.391,51.51,Ana Faria - Clara.mp3,C:\Users\Rosa Moreira\Music\Ana Faria - Clara.mp3,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_ana-faria-clara-mp3_2026-09-10_1128\Ana Faria - Clara.mp3,6.03,57.54,,,,,0,0,
14,texto,cartao,45.512,48.512,3.0,,,,,,,,,,Era muito bem disposta...,,,
15,video,foto,48.371,54.371,6.0,5 (2).jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\5 (2).jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\5 (2).jpg,,,Zoom in,Crossfade,1.5,,1194,789,Nao
16,video,foto,52.871,57.871,5.0,6.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\6.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\Originals\6.jpg,,,Zoom in,Crossfade,1.5,,793,1222,Nao
17,texto,cartao,54.378,57.871,3.494,,,,,,,,,,Muito curiosa...,,,
18,video,foto,57.871,64.871,7.0,5-3.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\5-3.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\Originals\5-3.jpg,,,Zoom in,,,,592,911,Nao
19,texto,cartao,57.871,62.871,5.0,,,,,,,,,,"Muito  rebelde...  (Dizia  ""não se  mexe"",  e  mexia...)",,,
20,video,foto,63.371,68.371,5.0,7.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\7.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\7.jpg,,,Zoom in,Crossfade,1.5,,769,1007,Nao
21,texto,cartao,64.921,66.921,2.0,,,,,,,,,,Muito irrequieta...,,,
22,video,foto,66.871,72.871,6.0,9-25.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-25.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-25.jpg,,,Zoom in,Crossfade,1.5,,805,1233,Nao
23,texto,cartao,68.371,71.371,3.0,,,,,,,,,,Gostava  dos  bichinhos  todos,,,
24,video,foto,71.371,77.371,6.0,7-1.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\7-1.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\7-1.jpg,,,Zoom in,Crossfade,1.5,,616,911,Nao
25,texto,cartao,73.223,75.723,2.5,,,,,,,,,,Clarinha  e  as  pombas,,,
26,video,foto,75.871,81.871,6.0,8.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8.jpg,,,Zoom in,Crossfade,1.5,,1230,744,Nao
27,texto,cartao,77.371,80.371,3.0,,,,,,,,,,"Era endiabrada, mas também encantadora.",,,
28,video,foto,80.371,85.371,5.0,8-1.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-1.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-1.jpg,,,Zoom in,Crossfade,1.5,,796,1178,Nao
29,video,foto,83.871,89.871,6.0,8-3.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-3.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-3.jpg,,,Zoom in,Crossfade,1.5,,786,1017,Nao
30,texto,cartao,85.376,87.376,2.0,,,,,,,,,,E clarividente,,,
31,video,foto,88.371,95.371,7.0,8-5.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-5.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-5.jpg,,,Zoom in,Crossfade,1.5,,591,911,Nao
32,texto,cartao,90.219,95.219,5.0,,,,,,,,,,Desde muito cedo criou uma  grande empatia com colegas e amigos,,,
33,video,foto,95.371,107.871,12.5,8-6.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-6.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-6.jpg,,,Nenhum,,,,1202,514,Nao
34,musica,musica,95.421,145.461,50.04,OS TRIBALISTAS - VELHA INFÂNCIA (INSTRUMENTAL).MP3,C:\Users\Rosa Moreira\Music\OS TRIBALISTAS - VELHA INFÂNCIA (INSTRUMENTAL).MP3,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_ana-faria-clara-mp3_2026-09-10_1128\OS TRIBALISTAS - VELHA INFÂNCIA (INSTRUMENTAL).MP3,0.0,50.04,,,,,0,0,
35,texto,cartao,95.515,102.515,7.0,,,,,,,,,,E logo ganhou um Clube de Fãs,,,
36,video,foto,106.371,118.871,12.5,8-7.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-7.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-7.jpg,,,Nenhum,Crossfade,1.5,,1355,671,Sim
37,texto,cartao,108.09,115.09,7.0,,,,,,,,,,Inspirou figuras de estilo...,,,
38,video,foto,117.371,124.371,7.0,8-8.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-8.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-8.jpg,,,Nenhum,Crossfade,1.5,,1280,638,Sim
39,texto,cartao,119.119,121.845,2.727,,,,,,,,,,Repetições e aliterações...,,,
40,video,foto,122.871,129.871,7.0,8-9.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-9.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-9.jpg,,,Zoom in,Crossfade,1.5,,1455,727,Sim
41,texto,cartao,124.476,127.211,2.736,,,,,,,,,,Conotações...,,,
42,video,foto,129.871,138.871,9.0,8-9-1.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-9-1.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-9-1.jpg,,,Zoom in,,,,1280,838,Sim
43,texto,cartao,129.965,135.965,6.0,,,,,,,,,,Metáforas e hipérboles...,,,
44,video,foto,138.871,146.871,8.0,8-9-2.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\8-9-2.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\8-9-2.jpg,,,Zoom in,,,,960,1280,Nao
45,texto,cartao,138.871,145.371,6.5,,,,,,,,,,"Aos 8 anos recebeu o primeiro pedido de  casamento, uma aliança feita de  uma argola de porta-chaves...",,,
46,video,foto,145.371,151.371,6.0,9.1.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9.1.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9.1.jpg,,,Zoom in,Crossfade,1.5,,616,911,Nao
47,musica,musica,145.421,312.461,167.04,Gilbert O`Sullivan   CLAIR   (  The Sweetest `Clair ` video Ever !)   And Clair answers back !.mp3,C:\Users\Rosa Moreira\Music\Vídeo Anos Clara\Gilbert O`Sullivan   CLAIR   (  The Sweetest `Clair ` video Ever !)   And Clair answers back !.mp3,Sim (nome aproximado),C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_ana-faria-clara-mp3_2026-09-10_1128\Gilbert O`Sullivan - CLAIR - ( The Sweetest `Clair ` video Ever !) - And Clair answers back !.mp3,6.54,173.58,,,,,0,0,
48,texto,cartao,146.942,149.942,3.0,,,,,,,,,,Já usou um  penteado à  Emma Watson,,,
49,video,foto,149.871,154.871,5.0,9.4.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9.4.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9.4.JPG,,,Zoom in,Crossfade,1.5,,1280,960,Sim
50,texto,cartao,151.403,154.14,2.737,,,,,,,,,,Aos 16 anos,,,
51,video,foto,153.371,158.371,5.0,9-5.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-5.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-5.JPG,,,Zoom in,Crossfade,1.5,,1280,1158,Sim
52,video,foto,156.871,162.871,6.0,9-2.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-2.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-2.jpg,,,Zoom in,Crossfade,1.5,,1215,911,Nao
53,texto,cartao,158.561,161.308,2.746,,,,,,,,,,Aos 18 anos,,,
54,video,foto,161.371,167.371,6.0,9-14.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-14.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-14.JPG,,,Zoom in,Crossfade,1.5,,1280,854,Sim
55,texto,cartao,162.887,165.887,3.0,,,,,,,,,,Foi sempre irreverente...,,,
56,video,foto,165.871,170.871,5.0,19-1.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\19-1.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\19-1.JPG,,,Zoom in,Crossfade,1.5,,855,1280,Nao
57,video,foto,169.371,176.371,7.0,19-2.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\19-2.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\19-2.JPG,,,Zoom in,Crossfade,1.5,,1280,855,Sim
58,texto,cartao,171.09,174.79,3.7,,,,,,,,,,E comunicativa (No Rock in Rio Lisboa),,,
59,video,foto,174.871,183.871,9.0,9-12.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-12.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-12.JPG,,,Zoom in,Crossfade,1.5,,968,1280,Nao
60,texto,cartao,176.476,181.476,5.0,,,,,,,,,,Colaborando com uma  estátua viva  em Barcelona,,,
61,video,foto,182.371,187.371,5.0,9-13.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-13.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-13.JPG,,,Zoom in,Crossfade,1.5,,1175,1280,Nao
62,video,foto,187.371,197.371,10.0,9-15.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-15.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-15.JPG,,,Zoom in,,,,1280,960,Sim
63,texto,cartao,187.548,195.548,8.0,,,,,,,,,,"Com um vendedor de artesanato no vulcão Etna  (Sicília). ""Chiara, siediti qui per una foto.""",,,
64,video,foto,195.871,201.871,6.0,9-15-1.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-15-1.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-15-1.JPG,,,Zoom in,Crossfade,1.5,,986,911,Nao
65,texto,cartao,197.395,200.395,3.0,,,,,,,,,,"Com o Miguel Araújo, na Feira do Livro.",,,
66,video,foto,200.371,206.371,6.0,9-15-2.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-15-2.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-15-2.jpg,,,Zoom in,Crossfade,1.5,,1092,819,Nao
67,texto,cartao,201.976,204.709,2.733,,,,,,,,,,Numa Ação de  Voluntariado  Morais Leitão,,,
68,video,foto,204.871,214.871,10.0,9-15-4.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-15-4.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-15-4.jpg,,,Nenhum,Crossfade,1.5,,3762,3096,Sim
69,texto,cartao,206.633,213.633,7.0,,,,,,,,,,Orgulhosa do primeiro automóvel. Com ele    iria ganhar... algumas multas por excesso                                                      de  velocidade...,,,
70,video,foto,213.371,220.371,7.0,9-16.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-16.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-16.JPG,,,Zoom in,Crossfade,1.5,,2736,3648,Sim
71,texto,cartao,214.832,218.832,4.0,,,,,,,,,,Eterna fã do Harry Potter (Local de filmagens em  Londres)...,,,
72,video,foto,218.871,225.871,7.0,9-17.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-17.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-17.JPG,,,Zoom in,Crossfade,1.5,,2736,3648,Sim
73,texto,cartao,220.447,224.447,4.0,,,,,,,,,,"Do ""Game of Thrones"". (Local de  filmagens na Croácia)...",,,
74,video,foto,224.371,230.371,6.0,9-18.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-18.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-18.JPG,,,Zoom in,Crossfade,1.5,,3240,4320,Sim
75,texto,cartao,225.947,228.69,2.744,,,,,,,,,,E de futebolistas...,,,
76,video,foto,228.871,233.871,5.0,9-23.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-23.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-23.JPG,,,Zoom in,Crossfade,1.5,,3648,2736,Sim
77,texto,cartao,230.533,232.533,2.0,,,,,,,,,,Gosta de festas...,,,
78,video,foto,232.371,237.371,5.0,9-24.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-24.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-24.JPG,,,Zoom in,Crossfade,1.5,,1105,1280,Nao
79,video,foto,235.871,240.871,5.0,9-24-1.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-24-1.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-24-1.JPG,,,Zoom in,Crossfade,1.5,,987,1280,Nao
80,texto,cartao,237.476,239.476,2.0,,,,,,,,,,E de convívios,,,
81,video,foto,239.371,245.371,6.0,9-24-4.jpeg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-24-4.jpeg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-24-4.jpeg,,,Zoom in,Crossfade,1.5,,961,1280,Nao
82,texto,cartao,240.918,243.663,2.745,,,,,,,,,,Gosta de  futebol  e  adora  o FCP,,,
83,video,foto,243.871,250.871,7.0,9-24-5.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-24-5.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-24-5.JPG,,,Zoom in,Crossfade,1.5,,1280,959,Sim
84,texto,cartao,245.562,249.562,4.0,,,,,,,,,,Quando lhe  dizem  que o FCP  vai perder...,,,
85,video,foto,249.371,254.871,5.5,20260623_201228.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20260623_201228.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20260623_201228.jpg,,,Zoom in,Crossfade,1.5,,706,1280,Nao
86,texto,cartao,250.994,253.494,2.5,,,,,,,,,,No Mundial  de futebol  2026,,,
87,video,foto,253.371,259.371,6.0,Scanner_20260814.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\Scanner_20260814.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\Scanner_20260814.jpg,,,Zoom in,Crossfade,1.5,,998,651,Nao
88,texto,cartao,255.012,258.012,3.0,,,,,,,,,,É desde sempre  apaixonada por cães,,,
89,video,foto,257.871,262.871,5.0,9-26.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-26.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-26.JPG,,,Zoom in,Crossfade,1.5,,1215,911,Nao
90,texto,cartao,259.421,261.421,2.0,,,,,,,,,,Pelos dela...,,,
91,video,foto,261.371,266.371,5.0,9-27.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-27.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-27.JPG,,,Zoom in,Crossfade,1.5,,1280,855,Sim
92,video,foto,264.871,269.871,5.0,9-28.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-28.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-28.JPG,,,Zoom in,Crossfade,1.5,,1280,1101,Sim
93,texto,cartao,266.395,268.395,2.0,,,,,,,,,,... E pelos dos outros.,,,
94,video,foto,268.371,274.371,6.0,9-29.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\9-29.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\9-29.JPG,,,Zoom in,Crossfade,1.5,,1280,1179,Sim
95,video,foto,272.871,278.871,6.0,20-1.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20-1.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20-1.jpg,,,Zoom in,Crossfade,1.5,,1280,960,Sim
96,texto,cartao,274.395,277.119,2.724,,,,,,,,,,Aprecia atividades  ao ar livre,,,
97,video,foto,277.371,282.371,5.0,20-2.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20-2.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20-2.JPG,,,Zoom in,Crossfade,1.5,,1280,960,Sim
98,video,foto,280.871,287.871,7.0,20-3.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20-3.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20-3.JPG,,,Nenhum,Crossfade,1.5,,1280,960,Sim
99,texto,cartao,282.366,286.366,4.0,,,,,,,,,,"Velozes,  de preferência...",,,
100,video,foto,286.371,293.371,7.0,20-4.png,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20-4.png,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20-4.png,,,Nenhum,Crossfade,1.5,,1280,578,Sim
101,texto,cartao,287.976,291.947,3.971,,,,,,,,,,... E com adrenalina...,,,
102,video,foto,291.871,297.871,6.0,21-2.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-2.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-2.jpg,,,Zoom in,Crossfade,1.5,,885,794,Nao
103,texto,cartao,293.53,296.53,3.0,,,,,,,,,,"Não gosta de perder, nem a feijões. Preparando-se para fazer um strike...",,,
104,video,foto,296.371,303.371,7.0,21-3.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-3.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-3.jpg,,,Zoom in,Crossfade,1.5,,844,795,Nao
105,texto,cartao,298.147,301.147,3.0,,,,,,,,,,Sem medos...,,,
106,video,foto,301.871,308.871,7.0,21-4.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-4.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-4.JPG,,,Zoom in,Crossfade,1.5,,4416,3312,Sim
107,texto,cartao,303.28,307.28,4.0,,,,,,,,,,Sem comentários...,,,
108,video,foto,307.371,312.371,5.0,20.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\20.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\20.JPG,,,Zoom in,Crossfade,1.5,,2672,4000,Sim
109,texto,cartao,309.064,312.655,3.591,,,,,,,,,,Cena de filme à Marilyn Monroe,,,
110,video,foto,312.371,322.871,10.5,21-5.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-5.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-5.JPG,,,Zoom in,,,,3470,3240,Sim
111,texto,cartao,312.382,321.382,9.0,,,,,,,,,,"Mas nem tudo é diversão. Estudando na véspera  do exame de Físico- -Química, na festa da  Comunhão da Irene...",,,
112,musica,musica,312.482,498.872,186.39,Claire Song Ninety Years of You.MP3,C:\Users\Rosa Moreira\Music\Claire Song Ninety Years of You.MP3,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_ana-faria-clara-mp3_2026-09-10_1128\Claire Song Ninety Years of You.MP3,1.59,187.98,,,,,0,0,
113,video,foto,321.371,328.371,7.0,21-6.jpg,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-6.jpg,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-6.jpg,,,Zoom in,Crossfade,1.5,,1184,1423,Nao
114,texto,cartao,322.902,326.902,4.0,,,,,,,,,,"Praxe. A alcunha de  Caloira era ""Rapunzel  Sabichónis"".",,,
115,video,foto,326.871,333.871,7.0,21-7.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-7.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-7.JPG,,,Zoom in,Crossfade,1.5,,3072,2304,Sim
116,texto,cartao,328.524,332.524,4.0,,,,,,,,,,Cortejo da Queima das Fitas 2017.  Onde está a Wally?,,,
117,video,foto,333.871,342.871,9.0,21-9.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-9.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-9.JPG,,,Zoom in,,,,1280,851,Sim
118,texto,cartao,333.871,344.871,11.0,,,,,,,,,,Em 2018 foi eleita para representar a  Faculdade na competição  Moot Court Direito da Concorrência,,,
119,video,foto,342.871,350.871,8.0,21-10.JPG,C:\Users\Rosa Moreira\Desktop\Casamento-Selecionadas\21-10.JPG,Sim,C:\casamento-video-media\trabalho\00-ORIGINAL-MAE\wetransfer_fotos_2026-09-10_1110\21-10.JPG,,,Zoom in,,,,1280,960,Sim
120,texto,cartao,342.871,348.871,6.0,,,,,,,,,,E ganhou o Prémio de Melhor Oradora  pela FDUP,,,
